doc_id	encoding	sentence	label	sentence_length
5699	utf-8	ඇතැන්ස් නගර රාජ්‍ය විසින් පොදු අනන්‍යතාවක් වර්ධනය කර ගැනීමේ අරමුණින් එහි මිත්‍රශීලී පාර්ශව ගණනකටම මෙම උත්සවය අපනයනය කරන ලදී	sinhala	123
1158	utf-8	viralline kieli on arabien kieli	livvi-karelian	32
2692	utf-8	ny laharampokontaniny dia	malagasy	25
6083	utf-8	bộ phim này cũng giúp cô được đề cử giải nữ nhân vật được yêu thích và nữ diễn viên tiến bộ nhất	vietnamese	96
439	utf-8	under zeune jan ii van avesnes volgde jan i van holland ip de zeune van floris v	vlaams	80
1977	utf-8	dabei pendelt ein triebwagen im zweistundentakt zwischen eyach und hechingen landesbahn kursbuchstrecke	german	103
2261	utf-8	александр криницкий  август  сентябрь  тверь тверь губернасы рәсәй империясе— октябрь  мәскәү ссрб — инкыйлабчы совет дәүләт эшлеклесе	tatar	134
3850	utf-8	में बिहार के तत्कालीन मुख्यमंत्री लालू प्रसाद यादव और अन्य नेताओं ने राज्य के पशु पालन विभाग को लेकर धोखाबाजी से लिए गए  करोड़ रुपये कथित रूप से निगल लिए।	hindi	154
5025	utf-8	nasi ambeng adalah hidangan yang disajikan dalam selamatan sebagai sebagai lambang keberuntungan	indonesian	96
1990	utf-8	boken beskriver også møter med frege wittgenstein whitehead og kurt gödel	bokmål	73
4043	utf-8	enillodd plaid cymru  sedd yn yr etholiad a wedir buddogoliaethau ffurfiodd clymblaid gydar blaid lafur  y tro cyntaf ir blaid lywodraethu cymru yn ei hanes	welsh	156
1676	utf-8	la scighera ciamada anca gheba nebia o burda a lè un fenomen meteurulogich che lè pruvucaa de levapuraziun de laqua che la ghè in del sör o in duna distesa de aqua in süperfiss	lombard	176
6029	utf-8	자신의 이야기를 ucc로 만들려고 한 그는 자신의 엄마가 자신을 자유롭게 해 주었다고 회상한다	korean	52
2251	utf-8	li ronde take rissatchîye deus bokèts d griyâdje èt lès pèxhons s ritrovîne rostis l pia tote crèvaudêye mmmm avou dès canadas à l pèlake èt ène nokète di bûre do nwâr martchi	walloon	175
2543	utf-8	сары гүлдері себет гүлшоғырына топталған	kazakh	40
5152	utf-8	gonempeda flava adolah lalek dari famili limoniidae	minangkabau	51
4388	utf-8	чи пехота бригаданы бирбир бёлеклери десант кемеледен портстенлини къатында тюшедиле	karachay-balkar	84
2151	utf-8	ju kontinentoaldrift is uk ju uurseeke foar äidbieuwjen uumdät sik uk däälich noch do waarelddeele ferskuuwe	saterfriesisch	108
3313	utf-8	ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್ ನಲ್ಲಿ ಅತ್ಯದಿಕ  ಶತಕದ ಜೊತೆಯಾಟ ನೀಡಿದಾತ	kannada	51
1138	utf-8	regularitas jarak antara jalur pumusingan orbitorbit naini kamungkinan merupakan efek resonansi sisa tumatan tatambayan tabantuknya tata surya	banjar	142
6062	utf-8	en  eune louai griyit un conmité métropolitain dtravaux metropolitan board of works et organnîsit les vestiaithes des pâraisses à seule fîn dgouvèrner londres	narom	158
570	utf-8	chinmetière  édseur ch meunumint funéraire à pascal françois il y o ène viérche à linfant in « bos d fer » foaite pèr léstchulpteu daniel patin	picard	143
3095	utf-8	çĕрпӳ районĕ — административной таркань буе чувашонь республикасо россиясо	erzya	74
6534	utf-8	ఇలా చేస్తూ సాధించే సాంకేతిక ప్రక్రియే స్టాప్ మోడన్ యానిమేషన్	telugu	60
185	utf-8	한국에서 성씨가 사용되기 시작한 정확한 시기는 알 수 없으나 한자漢字 등 중국 문물이 수입되었던 시기에 그와 함께 도입되었을 것으로 추정된다	korean	78
3653	utf-8	el rehormismu borbónicu hizu angunus cámbeus ena olganiçación políticuterritorial despaña cumu el criaeru e las audéncias i entendéncias	extremaduran	136
1755	utf-8	ଜୁନରେ ନିଜ କର୍ମକ୍ଷେତ୍ରକୁ ଫେରିବା ପରେ ଏହା ପ୍ଲାୟମୌଥରେ ନିଯୁକ୍ତ ପାଇଥିଲା ।  ଜୁନରେ ଏହା ସାଣ୍ଟାନାଜାଏରରୁ ସାଧାରଣ ଲୋକ ଓ ବନ୍ଧୁ ସେନାଙ୍କୁ ମୁକୁଳେଇବା କାର୍ଯ୍ୟ କରିଥିଲା । ଏହା ପୁଣିଥରେ  ଜୁନରେ ପୋଲିସ ବାହିନୀକୁ ମୁକୁଳେଇବା ପାଇଁ ଆସିଥିଲା ।  ଅଗଷ୍ଟରେ ଜିବ୍ରାଲଟରରୁ ଆସିବାରେ ଫୋର୍ସ ଏଚ ଜାହାଜକୁ ଅନ୍ୟ ହୋମ ଫ୍ଲିଟ ବିଧ୍ୱଂସକାରୀଙ୍କ ସହ ମିଶି ସୁରକ୍ଷା ଦେଇଥିଲା । ସେପ୍ଟେମ୍ବରରେ ଉତ୍ତର ପଶ୍ଚିମକୁ ଯିବାବେଳେ ଡ଼ାକାର ଆକ୍ରମଣରେ ଅପରେସନ୍ ମେନାସରେ ପଞ୍ଜାବୀ ରକ୍ଷୀ ଜାହାଜ ଭାବେ କାମ କରିଥିଲା । ଏହା ମଧ୍ୟ କ୍ଷତିଗ୍ରସ୍ତ ଯୁଦ୍ଧ ଜାହାଜ ଫିଜିକୁ ବ୍ରିଟେନ ଫେରିବା ସମୟରେ ସୁରକ୍ଷା ଦେଇଥିଲା । ବର୍ଷର ବାକି ସବୁ ସମୟରେ ତାକୁ ଫ୍ଲୋଟିଲା ସହ ମୁତୟନ କରାଯାଇଥିଲା ।  ଅକ୍ଟୋବରରେ ମାଟାବେଲ ପଞ୍ଜାବୀ ଓ ସୋମାଲି ମିଶି ନରୱେ ସାଗରରେ ଜଳବାୟୁ ଜାହାଜ ଜର୍ମାନ ପାଣିପାଗ ଜାହାଜ ଡବ୍‌ଲ୍ୟୁ ବି ଏସ  ଆଡ଼ଲ୍ଫ ଭିନରକୁ ବୁଡ଼ାଇ ଦେଇଥିଲେ ।	oriya	688
3765	utf-8	ஸ்ரீநிவாசா சினிடோன் நிறுவனத்தினரால் வெளியிடப்பெற்ற இத்திரைப்படத்தில் பி	tamil	71
6104	utf-8	èdè tí a fi kọ kọ̀ráànù sílẹ̀ ni a ń pè ní ‘classical’ tàbí ‘literary arabic’	yoruba	77
2813	utf-8	aynı zamanda  yılından bu yana ilk defa birinciyi tele oylama değil jüri oyları belirlemiştir	turkish	93
4990	utf-8	c obutagunjula baana nga bato kufuga mbeerza zaabwe ez’obuntu	luganda	61
3611	utf-8	i françois bosment no benny tanàna mandritry ny taona –	malagasy	55
405	utf-8	wurde das erste virus constructor kit für makroviren geschrieben das es auch personen ohne programmierkenntnissen ermöglichte viren zu erstellen	pampanga	144
5093	utf-8	pa	bokmål	2
2825	utf-8	neile on omistatud vanakreeka laadide nimetused joonia dooria früügia lüüdia miksolüüdia eoolia ja lokria	estonian	105
3006	utf-8	max von sydow დ	georgian	15
1577	utf-8	èlèvo a l’institucion rèyâla dus jouènos avôgllos il modifie et amèlyore lo code barbier	arpitan	88
4761	utf-8	bordessoules   paches  isbn	picard	27
582	utf-8	raisteiba baļtīšu attīstība anglīšu development krīvu развитие — process kura īmā subjekts objekts ci pasaruodīņs teik leluoks iņteņsivuoks lobuoks izsaceiguoks a voi damāruotuoks jaunim apstuoklim	latgalian	197
2969	utf-8	léigh love píosaí de nóta féinmharaithe khurt agus í ag caoineadh agus ag tabhairt maslaí dó an tam ar fad	irish	106
1955	utf-8	päivänlaskupuoles karjalal on  km rajua suomenke	livvi-karelian	48
2492	utf-8	di kuala lumpur na cit keudèe macam na paléng hayeuë di malaysia nakeuh sogo kuala lumpur nyang na di rauëh tuanku abdul rahman	achinese	127
5018	utf-8	тонафнеманц инкса дьяконти пандсть  цапковай	moksha	44
3934	utf-8	ka një territor prej  km²	albanian	25
5483	utf-8	jej żołnierzami byli niemcy z pułku germania oraz ochotnicy z norwegii szwecji danii belgii holandii finlandii i estonii których wcielono do pułków westland i nordland	polish	167
2270	utf-8	бейн англисӣ clarence a	tajik	23
468	utf-8	vele chemische reeksn kommn exact overêen met e groep van t periodiek système	vlaams	77
5543	utf-8	tra la fini dû  e lu nizziu dû  nesci lalbum tommaso nta cui marcedda ricanta li sò principali successi unitamenti a io credo c’avvanta la participazzioni straurdinaria di remo girone e ca veni nspigabbirmenti bucciatu dâ cummissioni ascuti dû festival di sanremu	sicilian	263
1171	utf-8	гьеб гьесул амру тӏубазе цо ягьудиязул къокъа яргъилалгун уна гӏисахъе	avar	70
2122	utf-8	przewodnik dla osób samotnie praktykujących magię”	polish	50
4398	utf-8	bio je sin angulemskog grofa karla i ludovike savojske	bosnian	54
2872	utf-8	bumbu karo sing nang mangkok ya dikirakira baen	banyumasan	47
5290	utf-8	ben wan yari ini a yari	sranan	23
5270	utf-8	молленхоф меле синь ширеснон кирдезь те	moksha	39
1667	utf-8	illustrations of japan consisting of private memoirs and anecdotes of the reigning dynasty of the djogouns or sovereigns of japan	thai	129
2006	utf-8	is amhránaí agus ceoltóir de phór na héireann é kevin rowland	irish	61
3788	utf-8	chì ricircavani ambienti umiti è incù prisenza di acqua incù i cammeddi ripprisintò uneccellenti fonti di carri	corsican	111
5092	utf-8	samtidig var stillingene ikke arvelige noe som sikret både kompetent og kongelojal rekruttering	bokmål	95
5710	utf-8	km	pangasinan	2
1853	utf-8	isto é o que me custa máis	galician	26
713	utf-8	oromoon durii biyya waraanee waan barbaade erga godhee booda gara dhufetti deebi’aa jechuu isaattii	oromo	99
5254	utf-8	waray hini subspecies nga nakalista	waray	35
6182	utf-8	single periodic block يواځينی دوراني بلاک پدې ډول بلاکونوکې دcomportment او sub comportmentکوم چې په يوه دنبات دژونددوران کې بيانوي کېدلو ته اړتيالري	pushto	149
2010	utf-8	катана болбол — энэ матархай гонзогор шэнги хэбтэй загбаритай юлдэ катанын юлдэнэй эриин урта хоёр бүюү али хоёрһаа дээшэ сяку байдааг сяку японоор 尺 しゃ хоёр сяку жараад см байна  см	buryat	182
3858	utf-8	shádiʼááhjí kéyah yistinígíí bikáaʼgi atsá ádaadin	navajo	50
4839	utf-8	üüredicilerin tarafından koyulan soruşlara lf	gagauz	45
5951	utf-8	alþjóðaheilbrigðismálastofnunin stundum nefnd alþjóðaheilbrigðisstofnunin enska world health organization who er sérhæfð stofnun innan sameinuðu þjóðanna sem samræmir aðgerðir á sviði alþjóðlegra heilbrigðismála	icelandic	211
2232	utf-8	соналъ гьезул рецiел босизе арав мухiамаднуцал рекiкi гьабун чiван вуго фатагiали–ханасул чадпралда жанив	avar	105
2775	utf-8	ব্রাজিলর  মারির মানুলেহা লোক গননা অনুসারে এডেয়ালিনা পৌরসভাহানর জনসংখ্যা ইলাতাই  গ। অতার মা মুনি % গ বারো জেলা/বেয়াপা %গ। এরে পৌরসভার মানু গ শহরেদে বারো গ গাঙেদে থাইতারা। হারি বর্গ কিলোমিটারে গ মানু পরিসি।	bishnupriya	206
933	utf-8	poço de jacó está localizado a  metros de tell balata na parte oriental da cidade de nablus dentro do recinto do mosteiro de bir yaqub	portuguese	134
3189	utf-8	lisaks väidetakse ka seda et tasakaalus tulemuskaardil on piirangud kontseptsioonis kui ka praktikas mida tõestatakse sellega et paljud organisatsioonid mis võtsid antud tasakaalus tulemuskaardi kasutusele kogesid suuri probleeme ning eesmärkide saavutamisel kukkusid läbi	estonian	272
2633	utf-8	se fendi fi lo klobau pou la kasteian noi manri kuo e le andalusi e la asturleones e la aragones i le drata sangue bangu pou le katlana e le skalduna e le potrgalego na sanbau i la asturleones e la aragones	lojban	206
5927	utf-8	pasardhësi i tij mihal rangabe  nuk e pati më mirë grindjet e brendshme e thyen ushtrinë e tij kur ajo u përball me krumin pranë adrianopojës dhe kjo humbje i kushtoi atij fronin	albanian	178
6035	utf-8	zali	konkani	4
1487	utf-8	جوھي کان اٽڪل  ڪلوميٽر اولهه ۽ پٽ سليمان کان اٽڪل  ڪلوميٽر اتر تي آھي	sindhi	69
3585	utf-8	y hyllir aswonn an penntern ma avel owdav a vynnys trovya gorti poesek romanek rag y vyrgh herwydh jeffri	cornish	105
4057	utf-8	divota suppurtò u suppliziu senza a minima pienta	corsican	49
899	utf-8	euphranta nigroapicalis adolah sabuah lalek dari famili tephritidae	minangkabau	67
1491	utf-8	جن مان پنج مقبرا پڪ سرا آھن، جڏھن ته چئن جي مٿان گنبذ موجود ڪونه آھي	sindhi	68
1262	utf-8	chosŏn minjujuŭi inmin konghwaguk půłnocno koryjo we skrůće krld – państwo kůmůńistyczne powstołe we půłnocnyj tajli koryjańskigo půłwyspu po ii wojńe śwjatowyj na terynach zajyntych uod czyrwjůnyj armiji	silesian	204
3257	utf-8	both parents were extremely devout christians and he says he grew up with christian music all around him	english	104
5376	utf-8	с выходом первого альбома земфиру сравнивали с группой «мумий тролль»	erzya	69
5643	utf-8	în  albania a devenit regat sub conducerea regelui zog i	romanian	56
5167	utf-8	bağırsaq şirəsi ilə qidalanır	azerbaijani	29
473	utf-8	ປະຈຸບັນ ບາງປະເທດ ກໍ່ມີລະບົບ  ສະພາ ຄື ສະພາຕໍ່າ ແລະ ສະພາສູງ ຫຼື ບາງ ປະເທດ ກໍ່ມີແຕ່ ສະພາດຽວ	lao	88
2440	utf-8	an  fui nomiado diretorcunserbador de l museu regional de bergáncia que zde  ye chamado museu de l abade de baçal an sue houmenaige	mirandese	131
3899	utf-8	основни развој је био у фабрици јункерс јумо  којих је произведено   примерака за авионе месершмит me  и arado ar	serbian	113
3281	utf-8	എന്നാൽ അപൂർവ്വമായി മാത്രം ചെറുമരങ്ങളും കുറ്റിച്ചെടി കാണുന്നു	malayalam	60
2148	utf-8	die datnbank beinhaltet jetzt iba  spüla	bavarian	40
6546	utf-8	в диссертации «о действии химических растворителей вообще»  он пишет «когда какоелибо тело ускоряет движение другого то сообщает ему часть своего движения но сообщить часть движения оно не может иначе как теряя точно такую же часть»	russian	232
3652	utf-8	राराताल अङ्ग्रेजी rara lake नेपालक कर्णाली अञ्चलक मुगु जिलामे अवस्थित नेपालक सबसँ पैग आ प्रसिद्ध ताल अछि । ई ताल समुद्र सतहसँ  मिटर उचाईंमे अवस्थित छ । जिलाक सदरमुकाम गमगढीसँग परिश्चम तर्फ करीब  घण्टाक पैदल यात्रा करल पछा राराताल पुगैत अछि ।  वर्ग किलोमिटर क्षेत्रफलमे फैलल रारा तालक अधिकतम लम्वाई  किलोमिटर आ अधिकतम चौडाई  किलोमिटर अह्ही माने गहिराई  मिटर अछि । प्रकृतिक उपहारक रूपमे श्रृजित रारातालके रारा राष्ट्रिय निकुञ्जक मनोरम हरियाली एहिमे कस्तुरी रतुवा जहिना जन्तुसभक साथ नेपालक राष्ट्रिय चरा डाँफे आ अन्य चरा चुरुङ्गीसभ समेत थप शोभा पुर्याने अछि । राष्ट्रिय निकुञ्ज  वर्ग किलोमिटर क्षेत्रफलमे फैलल अछि ।	maithili	612
793	utf-8	тронин а	udmurt	8
4988	utf-8	цезар повелява клеопатра да продължи да управлява египет заедно с птолемей xiii а евнуха потин е екзекутиран	bulgarian	108
687	utf-8	tapi déwa surya nampik pikeun indit ka kahyangan sabab jampé anu dibikeun ku resi durwasa ogé boga fungsi pikeun ménta anak ti déwa anu geus digeroan	sundanese	149
3956	utf-8	tuu om ehitet aastagil – zopfi stiilin	võro	38
2419	utf-8	as myr t’eh mychione yn eddyrvoggyl hene ta’n bondeeys caslysskeealyn eddyrvoggyl cliaghtit rish arganys	manx	104
4479	utf-8	ޢާއްމު ޞޫފީންގެ އަޤީދާއަކީ މާތްﷲގެ އެއްކައުވަންތަކަން ޤަބޫލުކުރުމާއި، އިބިލީހަކީ އެންމެ މާތް މަޚްލޫޤުކަމުގައި ދެކުމެވެ	dhivehi	118
5124	utf-8	as spice girls foron un grupo vocal feminino do reino unido	galician	59
243	utf-8	séneka ojejuka oikuaa rire mburuvicha nerõ ojerure tojuka chupe nerõ oimoãgui séneka omosẽse chupe rróma rekuáigui hákatu arakaeve ojejuhu mbaetee heíva upéve iñañetéva	guarani	168
3	utf-8	aastal viidi ta surnukeha mausoleumist ära ja kremeeriti	estonian	56
2030	utf-8	tłʼiish biyaʼ éí naakaii dootłʼizhii bikéyahdi dóó ásáí dineʼé bikéyahdi hólǫ́	navajo	78
6258	utf-8	دونودقطه کوونې پواسطه ښايي چې ديرمحصولات لکه چارتراش اودسوخت لرګي لاسته راشي څومره ونې چې وده کوي چارتراش توليدوي ديوه محصول په توګه چاتراش هغه وخت ترلاسه کيږي کله چې دونې څخه قطعه کړل شي	pushto	187
1634	utf-8	احتمال می‌رود که درختان کریسمس برای نخستین بار حدود  سال پیش در شمال اروپا مورد استفاده قرار گرفته‌باشند	persian	104
1986	utf-8	mõisa jaeti ärq pardsi mõisast	võro	30
6017	utf-8	antonio guzmán blanco sutiyuq runaqa   ñiqin hatun puquy killapi  watapi paqarisqa caracas llaqtapi  †  ñiqin anta situwa killapi  watapi wañusqa parís llaqtapi huk winisuylanu taripay amachaq wan awqaq pusaqmi kawpaqpas karqan	quechua	227
3464	utf-8	kawasan kepulauan nang sebelah timur pulau madura menggunakan basa madura dengan dialek tersendiri bahkan dalam beberapa hal tidak dimengerti oleh penutur basa madura nang pulau madura mutually unintellegible	banyumasan	208
3068	utf-8	unâ apandisi la aestâ antribari uaflămu la isturianlu romanu di limbă greacâ flavius arrianus  dh cari anyrâpsi trâ expeditsiili alu alexandru tu cartea apridusâ pi frântseashti cu numa “anabase d’alexandre le grand”	aromanian	216
6162	utf-8	héctor baley	quechua	12
1373	utf-8	mill– sal– huma kellhom perjodu ta suċċess flewwel diviżjoni btitolu u diversi finituri fittieni u ttielet post	maltese	111
4120	utf-8	тоа била	macedonian	8
6666	utf-8	мөн ftps sftp –ыг дэмжин ажилдаг	mongolian	32
1635	utf-8	برخی بر این باورند که سنت بونیفاس درخت کریسمس را در سدهٔ هفتم میلادی ایجاد کرد	persian	78
4307	utf-8	kacathet ana  wong kang mati lan  wong kang lara amarga ketiban témbok kang ambruk	javanese	82
6425	utf-8	ಸರ್ವೇಸಾಮಾನ್ಯವಾಗಿ ಕೆತ್ತನೆಗೊಳಪಡುತ್ತಿದ್ದ ಬೊಂಬಿನ ಎಲೆಗಳು ಮತ್ತು ಕಡ್ಡಿಗಳಿಗೆ ಹೋಲಿಸಿದರೆ ಈ ವಿಧದ ದಾಖಲೆಗಳು ಬಹಳ ಅಪರೂಪವಾದವು	kannada	109
5871	utf-8	o palácio do luxemburgo palais du luxembourg em francês é um palácio localizado no º arrondissement de paris na frança	portuguese	118
2993	utf-8	la place de la grave fut le théâtre dexécutions après la révolte des masques et du massacre de saillans et de ses compagnons en juillet	occitan	135
4791	utf-8	hitler a gemeras chons res gans iselweyth erbysek re dhallathsa yn  may hwre devnydh dredho kressya aga skoodhyans	cornish	114
2567	utf-8	влада републике србије је јула	serbian	30
4181	utf-8	централна власт је била одговорна за војску	serbian	43
448	utf-8	pehotnega polka ter dodeljen	slovene	28
315	utf-8	ny faritrora dia gmt+	malagasy	21
5363	utf-8	са	komi	2
1249	utf-8	ع کان ع تائين ڊاڪٽر انور حسين فيڊرل جوڊيشل اڪيڊمي ۽ قانون واري وزارت اسلام آباد جو ڊائريڪٽر جنرل رهيو	sindhi	101
1305	utf-8	antoine de saintexupéry dûrî fransa şikestî li emerîkayê tevnê vê xewnê kok dike	kurdish	80
4413	utf-8	kitaabka quraanka waxaa loo kala saaraa guud ahaan labo qeybood oo kala ah makki oo ah quraanka ku soo dagay nebiga intii uu magaalada makkah joogay iyo madani oo ah quraanka ku soo dagay nebi muxamed wakhtigii uu magaalada madiina deganaa	somali	239
3363	utf-8	ꭽꮻꮎꮧꮲ ꭶꮯꮠꮧꭹ ꭿꭰ ꭰꮿꮦꮓꭿ ꮧꮒꮃꮻ ꮒꭼꭲ ꭿꭰ ꭱꮆꭿ ꮧꮣꮑꮯᏼꭱꮧ ꭰᏸꮅ ꭴꮹꮜꮚ ꭿꮝꭹ ꮠꭲ ꮣꮣꮑꮈ ꮎꮎꭲ ꭿꭰ ꭱꮆꭿ ꮧꮣꮑꮯᏼꭱꮧ ꭰᏸꮅ ꮔꮝꮧꮣꮕ ꭰꮰꮿꮝꮧꮝꭹ  ꭱꮆꭿ ꮧꮣꮑꮯᏼꭱꮧ ꭰᏸꮅ ꭰꮄ ꭿꭰ marriott ꮷꮎꮅꮝꮣᏼꮧ ꭰꮄ ꮕꭹ ꮔꮿꭹ ꭶꮪꮂꭲ ꭵꭲꮢꭲ ꮷꮄꮻꮝꮧ ꭸꮢꭹ ꭰᏺꮝꮤꮕ ꭰꮄ ꭴꮆꮢꮝꮧ ꭴᏺ ꭰᏺꮝꮤꮕꭿ	cherokee	197
4689	utf-8	utcца хийцадалар ду +	chechen	21
6287	utf-8	اودځنګل پوهنې داساساتوپرمنجمنټ بوټي پرې کړی شياودسهمي بلانس داجراکولولپا ره اودونوپه جوړښت کې دعمرتقاضاموجودوي	pushto	110
1976	utf-8	mai bis zum dritten sonntag im oktober	german	38
190	utf-8	ол курдук походтаан хайлар станциятын кыратык сэриилии түһээт атаакалаан ыллыбыт	yakut	80
3060	utf-8	તેના દરેક ખાંચામાં નાનકી બારીઓ છે જેમાં પથ્થરમાંથી કોતરેલી ઝાળી છત્ર અને ઘુમ્મટ વિગેરે બેસાડેલ છે	gujarati	97
6647	utf-8	ny isamponiny dia  araka ny faminavinana natao taminny taona	malagasy	60
3718	utf-8	chwitffordd yw tre yn sir y fflint kembra sjnw	cornish	46
5738	utf-8	vater der fallschirmjäger	georgian	25
5789	utf-8	angka naya babedabeda lantaran wastu pada tahun  dan  pemerintah melakukan sensus lawan cara manggalambanggalambangkan masyarakat indunisia ka dalam suku bangsa dan katurunannya	banjar	177
5213	utf-8	در ایته از خو مقالان از مرگ و نابودی تدریجیه مورداب انزلی و دریاچه ارومیه و بی توجهی مردم و مسئولان انتقاد بوکود	gilaki	112
1188	utf-8	it es li cité capital del provincia westflandria e es situat in li nordwest del land	interlingue	84
2728	utf-8	kilbiin yaada jalqabaa waaee integireetid sarkiyuutii waxabajjii tti galmeesse kanas sarkiyuutii hojjatu fakkeenyummaaf fulbaana   agarsiisun godhe	oromo	147
2857	utf-8	icann yangi domenlarni roʻyxatga olish uchun arizalarni yil yanvardan boshlaydi	uzbek	79
1443	utf-8	la eclitiche al è il percors aparent che il soreli segn intal cîl dilunc dal an	friulian	79
1813	utf-8	ca mali pël ya doñoo njëkk am doole ca atum	wolof	43
1348	utf-8	brunei at sa pilipinas	tagalog	22
2147	utf-8	easchtmois is bulgarien mit originalspuianamen enthalten	bavarian	56
4364	utf-8	llwyddodd byddin roegaidd dan yr atheniad calippus iw hatal yn thermopylae am gyfnod ond unwaith eto daeth yr ymosodwyr i wybod am y llwybrau trwyr mynyddoedd a bu rhaid ir groegiaid encilio	welsh	190
5655	utf-8	هتويی نشان بدأ كی اودا كوگا بعد نوبوناگا موردن، تويوتومی هيديوشی دوده و جير دست بيد، ولی اوشانه سياسی كاران ژاپون مئن ناشناس بِمانسته، بخی شگون توگوگاوا، ياماموتو خلابر بوبوستيد و بخی خوشانه ارباب دايميو  大名  بِمانستيد	gilaki	218
6345	utf-8	bu tür durumlarda geçici ama hızlı bir çözüm sağlamak için özgün bir web uygulama açıklığına özel bir politikanın uygulanması gerekebilmektedir	turkish	143
3386	utf-8	insgeheim wurde dafür einer der söhne caspars friedrich von fürstenberg und später johann gottfried von fürstenberg ausersehen	german	126
6139	utf-8	disi presi e ben ofiseli gu nanga kan via nen fu a somalikondre somaliregime	sranan	76
4521	utf-8	tá fiuchphointe  °c agus reophointe  °c aige	irish	44
5692	utf-8	importanti xe le industrie alimentari de le materie plastiche e metalurgiche	venetian	76
4428	utf-8	ಕಾಲೊ ಕರಿನಂಚ ಬುದ್ಧಿ ಬುಲೆದ್ ಊರು ಸೇರ್ಂಡಲಾ ಕಾಡ್‍ದ ನಂಟ್‍ನ್ ಬುಡ್‍ಜೆರ್	tulu	63
345	utf-8	यांच्या पंखात फिक्क्या आणि गडद निळ्या रंगाचे पट्टे असतात	marathi	56
1723	utf-8	foram recebidos na estação do barreiro pelo governador civil de setúbal mário cais esteves que acompanhou a comitiva até santiago do cacém e por outras altas individualidades	portuguese	174
855	utf-8	la filmo montras ili sur la kolmo di kolino probanta funcionigar la cloudbuster	ido	79
915	utf-8	mövcud olduğumuz sistemdə günəşə yaxın merkuri venerayer və mars planetləri öz aralarında daha çox oxşarlıqlara malikdirlərdaha sonra marsı yupiterdən ayıran qaya fraqmentli asteroid halqası yerləşir onlar da eyni bir ailənin üzvləridirlər ardınca qaz nəhəngləri  yupiter saturn uran neptun gəlir ardınca pluton və ona bənzər səma cisimlər yerləşir bunlar kometalardı sadəcə günəşdən kifayət qədər kənarda yerləşdikləri üçün bu cisimlərin bir hissəsi buz təbəqəsi ilə örtülüb əyər biz plutonu yer ilə eyni məsafəyə yaxınlaşdırsaq günəş istisindən onun buz təbəqəsi əriyəcək və o özünü əsl kometa kimi aparmağa başlayacaq	azerbaijani	620
3430	utf-8	таквиот звук одговарал на длабоки земјотреси предизвикани од движење на магмата	macedonian	79
4148	utf-8	освен в домашни условия чай се сервира в египетски чайни	bulgarian	56
1780	utf-8	кхузахь климат барамехь континентан ю аьхка йовха хуьлу ткъа ӏа барамехьшийла хуьлу	chechen	83
4146	utf-8	повечето хора не могат да функционират без сутрин да изпият чаша като пиенето на напитката е задължително и след обяд	bulgarian	117
237	utf-8	diante destes gerenciamentos podendo ser feitos pela própria empresa mais comum em média e grandes empresas ou até mesmo por empresas terceiras especializadas em monitoramento de redes noc é notável o ganho de agilidade e eficiência em prol dos objetivos da empresa	portuguese	265
3767	utf-8	ஸ்ரீநிவாச ராவ் செருகளத்தூர் சாமா ஆர்	tamil	36
5939	utf-8	svake godine tributska skupština birala je  mladića koji su bili u kasnim dvadesetim i koji su imali političkih ambicija za vojne tribune tribuni militum	croatian	153
2015	utf-8	юуншье яамаршье хамаагүй хуй сая гэжэ нэрэтэй юм	buryat	48
2739	utf-8	пусъемын ленин нимо куинь медальёсын октябрь революцилэн орденэныз ужан горд знамя кык орденъёсын	udmurt	97
844	utf-8	виденцян тяфтама страшнай картинась сядонга пяк эвфтемазь и нинге сядонга пяк фашисттне арасть тейнек аерксокс	moksha	110
4925	utf-8	thay are members o the north division o the national football conference nfc in the national football league nfl	scots	112
395	utf-8	ekki er óalgengt að sjá erni þar í hópum	icelandic	40
4574	utf-8	použije aj akýsi čierny humor keď hovorí že meletus by bol pokutovaný ak by nedosiahol zákonom stanovený / počet hlasov poroty aby sa zabránilo zneužívaniu súdu podávaním ľahkovážnych žalôb žalujúca strana bola ťažko pokutovaná ak počet hlasov porotcov nedosiahol toto číslo	slovak	274
3048	utf-8	карлос даниэл хурадо роман испанӣ carlos daniel jurado román  июни  флорида уругвай — футболбози уругвайӣ маснадашро анҷом додааст муҳофиз муррабӣ	tajik	146
4874	utf-8	wêjenas û helbestvan û mutesevifekî kurdan e	kurdish	44
3657	utf-8	sin embargu los pobremas políticus de los añus en que se elaboró el proyeutu nu premitierun la su realización que hue retomau polas cortis de cádis pocu aluspués	extremaduran	161
4722	utf-8	la liberia la xe na anxion de l’africa osidentałe su la costa de l’oceano atlantico	venetian	83
1817	utf-8	ca gine pël ya dañu faa yàgg waaye mande ya jalonke ñoo yoron dëkk ba	wolof	69
4041	utf-8	dit artikel is gesjreve in t mofers	limburgan	35
576	utf-8	weatkriag bsonders durch d imigration von hoamatvetriemna heimatvertriebenen so ogstiegn dass des  scho  eihwohna woan	bavarian	118
2871	utf-8	cathetan kuaeh sing panas aja mung anget thok	banyumasan	45
2068	utf-8	ny  emelyanenko  el dia anisanny zavatra madinidinika ao aminny habakabaka	malagasy	74
